brandName,productName,categoryType,bodyParts,productFunction,babyProduct,eczemaProduct,country,productIngredient,productURL
BIO-ESSENCE,Bio-Bird Nest Collagen Cleanser 100g,cleanser,face,"cleansing, moisturizing, brightening, acne treatment, repairing",No,No,,BE B.BN COLL CLEANSER 100G,https://www.watsons.com.my/bio-essence-bio-bird-nest-collagen-cleanser-100g/p/BP_68355
DR. WU,Renewal Cleansing Mousse with Mandelic Acid 150ml,cleanser,"face, neck, arms, eye","cleansing, moisturizing, rejuvenating, brightening, soothing, repairing",No,No,,"Mandelic acid:
Boost skin metabolism and purifying pores to remove blackhead and minimize pores

Amino acid cleansing formula: gentle cleansing that without feeling tight

Bioplasma: reduces moisture loss, and keep skin hydrated

Soothex: prevents and relieves skin discomfort",https://www.watsons.com.my/dr.-wu-renewal-cleansing-mousse-with-mandelic-acid-150ml/p/BP_99004
BIO-ESSENCE,Bio-White Pro Whitening Cleanser 100g,cleanser,face,"cleansing, moisturizing, brightening, repairing, whitening",No,No,,BE B_WHITE PRO CLEANSER 100G,https://www.watsons.com.my/bio-essence-bio-white-pro-whitening-cleanser-100g/p/BP_97220
SKINTIFIC,Amino Acid Ultra-Gentle Cleansing Mousse 100ml,cleanser,"face, eye","cleansing, moisturizing, acne treatment, protecting, repairing",No,No,,"WATER, SODIUM COCOYL GLYCINATE, SODIUM TAURINE COCOYL METHYLTAURATE, POTASSIUM OLIVATE, SORBITOL, CERAMIDE NP, CERAMIDE EOP, CERAMIDE AP, CERAMIDE AS, CERAMIDE NS, CENTELLA ASIATICA EXTRACT, SODIUM HYALURONATE, TUBER MAGNATUM EXTRACT, PHOSPHATIDYLCHOLINE, HYDROGENATED LECITHIN, ASCORBYL PALMITATE, TOCOPHEROL, LACTOBACILLUS/SOYMILK FERMENT FILTRATE, SACCHAROMYCES FERMENT LYSATE FILTRATE, BIFIDA FERMENT FILTRATE, BIFIDA FERMENT LYSATE, LYSINE, HISTIDINE, ARGININE, ASPARTIC ACID, THREONINE, SERINE, GLUTAMIC ACID, PROLINE, GLYCINE, ALANINE, VALINE, ISOLEUCINE, LEUCINE, TYROSINE, PHENYLALANINE, C12-13 ALKYL LACTATE, CITRIC ACID, DISODIUM EDTA, MALTOOLIGOSYL GLUCOSIDE, HYDROGENATED STARCH HYDROLYSATE, SODIUM PCA, GLYCERIN, BUTYLENE GLYCOL",https://www.watsons.com.my/skintific-amino-acid-ultra-gentle-cleansing-mousse-100ml/p/BP_64773
GARNIER,PureActive Acne & Oil Clearing Foam 100ml,cleanser,face,"cleansing, moisturizing, acne treatment, repairing",No,No,,"Aqua / Water, Glycerin, Myristic Acid, Palmitic Acid, Stearic Acid, Potassium Hydroxide, Lauric Acid, Glyceryl Distearate, Glyceryl Stearate, Kaolin, PEG-14M, Sorbitol, Vaccinium Myrtillus Fruit Extract, Parfum / Fragrance, Salicylic Acid, Phenoxyethanol, Propylene Glycol, Tetrasodium Edta",https://www.watsons.com.my/garnier-pureactive-acne-oil-clearing-foam-100ml/p/BP_18104
ST IVES,Apricot Scrub Blemish & Blackhead Control 170g,cleanser,Not specified,"cleansing, moisturizing, exfoliating, brightening, acne treatment, repairing",No,No,,ST IV APR SRB ACN CTRL 170GM,https://www.watsons.com.my/st-ives-apricot-scrub-blemish-blackhead-control-170g/p/BP_24574
DERMACTION PLUS BY WATSONS,Potent Triple Vitamin C Whipped Facial Foam 100g,cleanser,"face, eye","cleansing, moisturizing, brightening, repairing, whitening",No,No,,"Aqua, PEG-8, Stearic Acid, Myristic Acid, Potassium Hydroxide, Glycerin, Lauric Acid, Palmitic Acid, Polyquaternium-7, Butylene Glycol, Glyceryl Stearate SE, Arachidic Acid, Methylpropanedol, Coco-Glucoside, Sodium Phytate, Oleic Acid, Sodium Benzoate, Sodium Cocoyl Isethionate, 1,2-Hexanediol, Ouillaja Saponaria BArk Extract, Tocopheryl Acetate, Ethylhexyl Palmitate, Citirc Acid, Silica Dimenthyl Silylate, Pentylene Glycol, Dipropylene Glycol, Caprylyl GLycol, Phenoxyethanol, Sodium Hyaluronate, Hexylene Glycol, Hydrogenated Lecithin, Cholesterol, Chitosan, Ascorbic Acid, Ceramide NP, Ascorbyl GLucoside, 3-O-Ethyl Ascorbic Acid",https://www.watsons.com.my/dermaction-plus-by-watsons-potent-triple-vitamin-c-whipped-facial-foam-100g/p/BP_93464
SAFI,Sensitive Probiotics & Niacinamide Foam Cleanser 100G,cleanser,face,"cleansing, moisturizing, brightening, acne treatment, soothing, protecting, repairing",No,No,Malaysia,"Water, Glycerin, Sodium Lauryl Ether Sulfate, CocamidopropylBetaine, Cocamide Methyl MEA, Acrylates Copolymer, Sodium Chloride,Sodium Cocoamphoacetate, Citric Acid, Sodium Hydroxide, TetrasodiumEDTA, Niacinamide, Zinc Lactate, Alpha-Glucan Oligosaccharide, PolymniaSonchifolia Root Juice, Maltodextrin, Salicylic Acid, Dextrin, Polydextrose,Lactobacillus, Aloe Barbadensis (Organic Aloe Vera) Leaf Extract,Amylopectin, Phenoxyethanol, Potassium Sorbate.",https://www.watsons.com.my/safi-sensitive-probiotics-niacinamide-foam-cleanser-100g/p/BP_93254
ILLIYOON,Ceramide Ato Gentle Skin Cleanser 250ml,cleanser,"face, body","cleansing, moisturizing, brightening, protecting, repairing",No,No,,"WATER / AQUA / EAU, GLYCERIN, LAURYL HYDROXYSULTAINE, SODIUM COCOYL ISETHIONATE, SODIUM METHYL COCOYL TAURATE, CAPRYLYL/CAPRYL GLUCOSIDE, LAURYL BETAINE, HYDROXYPROPYL STARCH PHOSPHATE, SODIUM CHLORIDE, GLYCERYL STEARATE, HYDRATED SILICA, TRIHYDROXYSTEARIN, GLYCOL DISTEARATE, XANTHAN GUM, CETEARYL OLIVATE, SORBITAN OLIVATE, LAURIC ACID, SODIUM METAPHOSPHATE, GLUCONOLACTONE, ETHYLHEXYLGLYCERIN, POLYQUATERNIUM-7, CITRIC ACID, BUTYLENE GLYCOL, PANAX GINSENG ROOT WATER, SCUTELLARIA BAICALENSIS ROOT EXTRACT, PROPANEDIOL, PRUNUS MUME FRUIT EXTRACT, SODIUM BENZOATE, 1,2-HEXANEDIOL, GLYCINE MAX (SOYBEAN) OIL, HYDROGENATED LECITHIN, SQUALANE, MADECASSOSIDE, POLYGLYCERYL-10 PENTASTEARATE, 3-O-ETHYL ASCORBIC ACID, CERAMIDE NP, PHYTOSPHINGOSINE, TOCOPHEROL, PENTYLENE GLYCOL, DIPOTASSIUM GLYCYRRHIZATE, HYDROLYZED VEGETABLE PROTEIN, CANOLA OIL / HUILE DE COLZA, ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT",https://www.watsons.com.my/illiyoon-ceramide-ato-gentle-skin-cleanser-250ml/p/BP_1020861
NEEDLY,Mild Cleansing Gel 235ml,cleanser,"face, eye","cleansing, moisturizing, nourishing, acne treatment, repairing",No,No,,"Water, Potassium Laureth Phosphate, Glycerin, Butylene Glycol, Potassium Cocoyl Glutamate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, 1,2-Hexanediol, Caprylyl Glycol, Sodium Cocoyl Glutamate, Coco-Glucoside, Salicylic Acid, Polyglyceryl-10 Laurate, Fragrance, Sodium Cocoyl Isethionate, Sodium Phytate, Quillaja Saponaria Bark Extract, Citric Acid, Sodium Citrate",https://www.watsons.com.my/needly-mild-cleansing-gel-235ml/p/BP_1019037
SOME BY MI,Lactosoy Enzyme Deep Cleansing Foam 100ml,cleanser,"face, feet","cleansing, moisturizing, rejuvenating, nourishing, protecting, repairing",No,No,,"Water, Glycerin, Myristic Acid, Potassium Hydroxide, Palmitic Acid, Stearic Acid, Glyceryl Stearate SE, Sorbitan Olivate, Lauric Acid, Lactobacillus/Soymilk Ferment Filtrate, Sodium Methyl Cocoyl Taurate, Cocamidopropyl Betaine, Dipropylene Glycol, Polyquaternium-7, Hydroxyacetophenone, Caprylyl Glycol, Sodium Chloride, Propanediol, Disodium Edta, Butylene Glycol, Hydroxyethylcellulose, 1,2-Hexanediol, Eucalyptus Globulus Leaf Oil, Dextrin, Theobroma Cacao (Cocoa) Extract, Papain, Glycine Soja (Soybean) Seed Extract, Allantoin, Sodium Benzoate, Glycine, Lavandula Angustifolia (Lavender) Oil, Sodium Hyaluronate Crosspolymer-6, Serine, Glutamic Acid, Dipotassium Glycyrrhizate, Aspartic Acid, Leucine, Alanine, Lysine, Arginine, Tyrosine, Phenylalanine, Threonine, Proline, Valine, Isoleucine, Histidine, Sodium Hyaluronate, Methionine, Cysteine, Hyaluronic Acid, Hydrolyzed Hyaluronic Acid, Hydroxypropyltrimonium Hyaluronate, Hydrolyzed Sodium Hyaluronate, Potassium Hyaluronate, Mentha Rotundifolia Leaf Extract, Pentylene Glycol, Camellia Sinensis Leaf Extract, Thymus Vulgaris (Thyme) Leaf Extract, Sodium Hyaluronate Crosspolymer, Sodium Acetylated Hyaluronate",https://www.watsons.com.my/some-by-mi-lactosoy-enzyme-deep-cleansing-foam-100ml/p/BP_1022277
COSMODERM,Niacinamide Soothing Cream Cleanser 50ml,cleanser,face,"cleansing, moisturizing, acne treatment, soothing, repairing",No,No,,"Aqua, Myristic Acid, Stearic Acid, Glycerine, Potassium Hydroxide, Cetyl Alcohol, Lauramine Oxide, Niacinamide, Salicylic Acid, Polyquaternium-7, Mentha Piperita (Peppermint) Oil, Hydroxyethyl Cellulose, Glyceryl Stearate SE, Ethylene Glycol Monostearat",https://www.watsons.com.my/cosmoderm-niacinamide-soothing-cream-cleanser-50ml/p/BP_36847
NEUTROGENA,Neutrogena Hydro Boost Water Gel Cleanser 145ml,cleanser,"face, eye","cleansing, moisturizing, protecting, repairing",No,No,Thailand,"Water, Glycerin, Cocamidopropyl Hydroxysultaine, Sodium Cocoyl Isethionate, Sodium Methyl Cocoyl Taurate, Sodium Hydrolyzed Potato Starch Dodecenylsuccinate, Potassium Acrylates Copolymer, Hydroxyacetophenone, Phenoxyethanol, Fragrance, Linoleamidopropyl PG-Dimoniium Chloride Phosphate, Polyquaternium-10, Polysorbate 20, Sodium Hydroxide, Disodium EDTA, Citric Acid, Ethylhexylglycerin, Hydrolyzed Hyaluronic Acid.",https://www.watsons.com.my/neutrogena-neutrogena-hydro-boost-water-gel-cleanser-145ml/p/BP_98186
RURUBERRY,Gentle Fresh Cleansing Gel 150ml,cleanser,face,"cleansing, moisturizing, brightening, repairing",No,No,,"Aqua, PEG-20 Glyceryl Triisostearate, Glycerin, Xanthan Gum, Butylene Glycol, Panthenol, Allantoin, Bisabolol, Tetrasodium EDT, Sodium Citrate, Citric Acid, Phenoxyethanol, Triethylene Glycol, Disodium Cocoyl Glutamate, Disodium Cocoamphodiacetate, Saccharide Isomerate, Anthemis Nobilis Flower Extract.",https://www.watsons.com.my/ruruberry-gentle-fresh-cleansing-gel-150ml/p/BP_1008531
AIKEN,Prebiotic Facial Cleanser 120g,cleanser,"face, neck","cleansing, moisturizing, brightening, acne treatment, protecting, repairing",No,No,France,"Glycerin, Water, Sodium Cocoyl Glycinate, Cocamidopropyl Betaine, Decyl Glucoside, Citric Acid, Xanthan Gum, Butylene Glycol, Alpha-Glucan Oligosaccharide, Polymnia Sonchifolia Root Juice, Aspergillus Ferment, Maltodextrin, Lactobacillus, Phenoxyethanol, Chlorphenesin.",https://www.watsons.com.my/aiken-prebiotic-facial-cleanser-120g/p/BP_49761
PIXY,Glowssentials Deep Cleansing Face Wash 60g,cleanser,"face, lips, eye","cleansing, moisturizing, nourishing, brightening, acne treatment, repairing",No,No,,"Water, Glycerin, Myristic Acid, Palmitic Acid, Stearic Acid, Potassium Hydroxide, Lauric Acid, Peg-8 Sorbitol, Glyceryl Stearate, Potassium Cocoyl Glycinate, Butylene Glycol, Fragrance, Potassium Cocoate, Charcoal Powder, Polyquaternium-7, O-Cymen-5-Ol, Panthenol, Tocopheryl Acetate, Tetrasodium Edta, Actinidia Chinensis (Kiwi) Fruit Extract, Sodium Benzoate, 1,2-Hexanediol, Biosaccharide Gum-4",https://www.watsons.com.my/pixy-glowssentials-deep-cleansing-face-wash-60g/p/BP_32120
Y.O.U,Hy! Amino Glowing Gentle Cleansing Facial Wash 100g,cleanser,face,"cleansing, moisturizing, brightening, repairing",No,No,,"Water, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Glycerin, Sodium Lauryl Sulfate, Potassium Cocoate, Glycol Distearate, Sodium Chloride, Decyl Glucoside, Phenoxyethanol, PEG-120 Methyl Glucose Dioleate, PEG-7 Glyceryl Cocoate, Sodium Benzoate, Distearyl Phthalic Acid Amide, Niacinamide, Cocamide MEA, Potassium Laureth Phosphate, Acrylates Copolymer, Fragrance, PEG-40 Hydrogenated Castor Oil, Citric Acid, Glycol Stearate, Disodium EDTA, PPG-26-Buteth-26, Ethylhexyl Methoxycinnamate, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Sodium Cocoyl Alaninate, Sodium Cocoyl Glycinate, Disodium Cocoyl Glutamate, Magnesium Nitrate, Butylene Glycol, Propylene Glycol, Cucumis Melo (Melon) Fruit Extract, Methylchloroisothiazolinone, 3-O-Ethyl Ascorbic Acid, Magnesium Ascorbyl Phosphate, Corallina Officinalis Extract, Glycine Soja (Soybean) Seed Extract, Magnesium Chloride, Methylisothiazolinone, Serine, Histidine, Prunus Yedoensis Leaf Extract, Threonine, Asparagine, Hyaluronic Acid, Zea Mays (Corn) Starch, Hydrogenated Lecithin, Hydrolyzed Corn Starch, Hydrolyzed Corn Starch Octenylsuccinate, Ascorbyl Tetraisopalmitate, Butyrospermum Parkii (Shea) Butter, Cocamidopropyl Dimethylamine, Phenylethyl Resorcinol, Ceramide NP, Lactic Acid, Hydrated Silica, Palmitoyl Tripeptide-5, Ceramide AS, Ceramide NS, Ceramide AP, Ceramide EOP, CI 15985, CI 1720",https://www.watsons.com.my/y.o.u-hy-amino-glowing-gentle-cleansing-facial-wash-100g/p/BP_1017546
SIMPLE,Micellar Cleansing Water 400ml,cleanser,face,"cleansing, moisturizing, repairing, firming",No,No,United Kingdom,"Aqua, Hexylene Glycol, Glycerin, PEG-6 Caprylic/Capric Glycerides, Phenoxyethanol, Cetrimonium Chloride, Tetrasodium EDTA, Propylene Glycol, Citric Acid, Cetylpyridinium Chloride, Sodium Chloride, Niacinamide, Sodium Ascorbyl Phosphate, Potassium Chloride, Panthenol.",https://www.watsons.com.my/simple-micellar-cleansing-water-400ml/p/BP_55897
EVERSOFT,Gingko and Yuzu Facial Cleanser 195G,cleanser,face,"cleansing, moisturizing, repairing",No,No,MALAYSIA,"Ingredients: Water, Myristic Acid, Glycerin, Palmitic Acid, Potassium Hydroxide, Lauric Acid, Kaolin, Potassium Cocoyl Glycinate, Stearic Acid, Methylpropanediol, Glyceryl Stearate, Decyl Glucoside, Ethylhexylglycerin, Pentasodium Triphosphate, BHT, Tetrasodium EDTA, Polyquaternium-7, Salicylic Acid, Citrus Junos (Organic Yuzu) Fruit Extract, Citric Acid, Ginkgo Biloba (Organic Ginkgo) Leaf Extract, Dehydroacetic Acid, Phenylmethanol, Fragrance, Sodium Benzoate, Potassium Sorbate.",https://www.watsons.com.my/eversoft-gingko-and-yuzu-facial-cleanser-195g/p/BP_22614
NATURALS BY WATSONS,Cica & Sunflower Soothing Cleansing Foam 130ml,cleanser,"face, eye","cleansing, moisturizing, brightening, acne treatment, soothing, protecting, repairing",No,No,,"Water. Glycerin, Stearic Acid, Myristic Acid. Potassium Hydroxide, Lauric Acid. Hydrogenated Palm Add, Palmitic Add. Glyceryl Stearate, Coco-Glucoside. Fragrance(Parfum), Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Potassium Cocoyl Glycinate, Sodium Cocoyl Isethionate, Arachidic Acid, Sodium Phytate. 12-Hexanediol. Oleic Acid, Quillaja Saponaria Bark Extract, Citric Acid, Helianthus Annuus (Sunflower) Seed Oil*, Centella Asiatica Extract*, Hydrolyzed Vegetable Protein, Vialtodextrin, Butylene Glycol. Cichonum intybus (Chicory) Root Extract, Camellia Sinensis Leaf Extract. Cryptomeria Japonica Leaf Extract, Chamaecyparis Obtusa Leaf Extract, Cupressus Sempervirens Leaf Extract, Caprylyl Glycol, Pentylene Glycol, Octanediol. Ethylhexylglycerin *ingredients from certified organic a: culture",https://www.watsons.com.my/naturals-by-watsons-cica-sunflower-soothing-cleansing-foam-130ml/p/BP_28840
KOSE COSMEPORT,Softymo Cleansing Foam Hyaluronic Acid 190g Sakura At Night,cleanser,"face, arms","cleansing, moisturizing, repairing, firming",No,No,,"WATER (AQUA), MYRISTIC ACID, GLYCERIN, STEARIC ACID, POTASSIUM HYDROXIDE, LAURIC ACID, PEG-32, PEG-6, LAURETH-7, GLYCOL DISTEARATE, LACTOBACILLUS/SOYMILK FERMENT FILTRATE, SODIUM ACETYLATED HYALURONATE, SODIUM HYALURONATE, ALCOHOL, BUTYLENE GLYCOL, GLYCERYL STEARATE, HYDROXYPROPYL METHYLCELLULOSE, LAUROYL LYSINE, POTASSIUM COCOYL GLYCINATE, SILK POWDER (SERICA POWDER), SODIUM LAURETH-4 CARBOXYLATE, ETHYLPARABEN, METHYLPARABEN, PHENOXYETHANOL, FRAGRANCE (PARFUM).",https://www.watsons.com.my/kose-cosmeport-softymo-cleansing-foam-hyaluronic-acid-190g-sakura-at-night/p/BP_1019604
SENKA,All Clear Oil (Makeup Remover)230ml,cleanser,"face, eye","cleansing, moisturizing, protecting, repairing",No,No,Japan,"MINERAL OIL (PARAFFINUM LIQUIDUM), PEG-8 GLYCERYL ISOSTEARATE, CETYL ETHYLHEXANOATE, ISODODECANE, PROPYLENE GLYCOL LAURATE, PPG-17, DIMETHICONE, GLYCERIN, ETHYLHEXYL PALMITATE, WATER (AQUA), FRAGRANCE (PARFUM), BHT, TOCOPHEROL, ORYZA SATIVA (RICE) GERM OIL, SODIUM HYALURONATE, SERICIN, ALCOHOL, CITRIC ACID, POTASSIUM SORBATE, SODIUM ACETYLATED HYALURONATE, HYDROLYZED SILK",https://www.watsons.com.my/senka-all-clear-oil-makeup-remover-230ml/p/BP_86986
COSMODERM,Tea Tree Oil Oil Control Facial Cleanser 50ml,cleanser,face,"cleansing, moisturizing, nourishing, brightening, repairing",No,No,,"Aqua, Myristic Acid, Stearic Acid, Glycerine, Potassium Hydroxide, Cetyl Alcohol, Tocopheryl Acetate, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Lauramine Oxide, Hydroxyethyl Cellulose, Glyceryl Stearate SE, Tetrasodium EDTA, Glycol Stearate, Cocamide Diethanolamine, Imidazolidinyl Urea",https://www.watsons.com.my/cosmoderm-tea-tree-oil-oil-control-facial-cleanser-50ml/p/BP_36849
YUKA ZAN,POP! Pure Anti-AC Cleansing Balm 50ml,cleanser,"face, eye","cleansing, moisturizing, brightening, repairing",No,No,,"Ethylhexyl Palmitate, Cetyl Ethylhexanoate, Synthetic Wax, PEG-20 Glyceryl Triisostearate, PEG-10 Isostearate, Fragrance, Eclipta Prostrata Extract, Melia Azadirachta Leaf Extract, Moringa Oleifera Seed Oil, Olea Europaea (Olive) Fruit Oil, Vitis Vinifera (Grape) Seed Oil, Water, Butylene Glycol, Glycerin, Lactic Acid, Octyldodecanol, Glycolic Acid, 1,2-Hexanediol, Panthenol, Vaccinium Myrtillus Fruit Extract, Hydrogenated Lecithin, Saccharum Officinarum (Sugar Cane) Extract, Hydroxypropyl Cyclodextrin, Dipropylene Glycol, Citric Acid, Myrciaria Dubia Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Ceramide NP, Pinus Densiflora Leaf Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Melaleuca Alternifolia (Tea Tree) Leaf Extract, Coptis Japonica Root Extract, Vanilla Planifolia Fruit Extract, Centella Asiatica Extract, Acer Saccharum (Sugar Maple) Extract, Phyllanthus Emblica Fruit Extract, Lactobacillus Ferment, Juniperus Communis Fruit Extract, Caprylyl Glycol, Tartaric Acid, Malic Acid, Madecassoside, Asiaticoside, Madecassic Acid, Asiatic Acid",https://www.watsons.com.my/yuka-zan-pop-pure-anti-ac-cleansing-balm-50ml/p/BP_1014191
YUKA ZAN,POP! Hydro Hydrating Cleansing Balm 50ml,cleanser,"face, eye","cleansing, moisturizing, nourishing, soothing, repairing",No,No,,"Ethylhexyl Palmitate, Cetyl Ethylhexanoate, Synthetic Wax, PEG-20 Glyceryl Triisostearate, PEG-10 Isostearate, Fragrance, Melia Azadirachta Leaf Extract, Melia Azadirachta Flower Extract, Coccinia Indica Fruit Extract, Solanum Melongena (Eggplant) Fruit Extract, Aloe Barbadensis Flower Extract, Simmondsia Chinensis (Jojoba) Seed Oil, Olea Europaea (Olive) Fruit Oil, Vitis Vinifera (Grape) Seed Oil, Curcuma Longa (Turmeric) Root Extract, Corallina Officinalis Extract, Ocimum Sanctum Leaf Extract, Water, Butylene Glycol, Glycerin, Lactic Acid, Glycolic Acid, 1,2-Hexanediol, Vaccinium Myrtillus Fruit Extract, Saccharum Officinarum (Sugar Cane) Extract, Bifida Ferment Lysate, Citric Acid, Myrciaria Dubia Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Sodium Hyaluronate, Ganoderma Lucidum (Mushroom) Stem Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Coptis Japonica Root Extract, Centella Asiatica Extract, Acer Saccharum (Sugar Maple) Extract, Tartaric Acid, Lentinus Edodes Mycelium Extract, Malic Acid, Potassium Hyaluronate, Hydroxypropyltrimonium Hyaluronate, Hydrolyzed Sodium Hyaluronate, Hydrolyzed Hyaluronic Acid, Hyaluronic Acid, Pentylene Glycol, Sodium Hyaluronate Crosspolymer, Sodium Acetylated Hyaluronate, Grifola Frondosa Fruiting Body Extract, Madecassoside, Asiaticoside, Madecassic Acid, Asiatic Acid",https://www.watsons.com.my/yuka-zan-pop-hydro-hydrating-cleansing-balm-50ml/p/BP_1014189
SUISAI,Beauty Clear Fizzy Powder Wash 32's,cleanser,face,"cleansing, moisturizing, brightening, repairing",No,No,,"Sodium Bicarbonate, Citric Acid, Talc, Sodium Cocoyl Isethionate, Sodium Lauroyl Glutamate, Zea Mays (Corn) Starch, Sodium C14-16 Olefin Sulfonate, Magnesium Oxide, Sodium Myristoyl Glutamate, Potassium Laurate, Carrageenan, BHT, Water, Sodium Hyaluronate, Dipropylene Glycol, Butylene Glycol, Ethyl Glucoside, Hydrolyzed Silk, Phenoxyethanol, Coix Lacryma-Jobi Ma-Yuen Seed Extract",https://www.watsons.com.my/suisai-beauty-clear-fizzy-powder-wash-32-s/p/BP_1008067
BIO-ESSENCE,Bio-Water B5 Foamy Cleanser 100g,cleanser,face,"cleansing, moisturizing, brightening, soothing, repairing",No,No,,BE B_WTR B5 FOAMY CLN 100G,https://www.watsons.com.my/bio-essence-bio-water-b5-foamy-cleanser-100g/p/BP_37569
PONDS,Bright Miracle FM Serum UC 30g,cleanser,"face, neck","cleansing, moisturizing, brightening, repairing",No,No,,"Water, Glycerin, Dimethicone, Pentylene, Glycol, Niacinamide, Butylene Glycol, Caprylic/Capric Triglyceride, Polysorbate 20, Tocopheryl Acetate, Cystine, Glycine, Sodium PCA, Sodium Acetylated Hyaluronate, 3-O-Ethyl Ascorbic Acid, Sodium Hyaluronate, Sodium Hyaluronate Crosspolymer, Hydrolyzed Sodium Hyaluronate, Bifida Ferment Lysate, Ammonium Acryloyldimethyltaurate/VP Copolymer, Xanthan Gum, Ammonium Acryloydimethyltaurate/Beheneth-25 Methacrylate Crosspolymer, Phenoxyethanol, Allantoin, Methylparaben, Stearic Acid, Propylparaben, Fragrance, Disodium EDTA, Citric Acid, Sodium Hydroxide, BHT, t-Butyl Alcohol, Cetyl Alcohol, Sodium Carbonate, Ethylhexlglycerin, Sodium Chloride, Sodium Benzoate, Sodium Sulfate",https://www.watsons.com.my/ponds-bright-miracle-fm-serum-uc-30g/p/BP_57737
SAFI,Perfect White Acne Care 2 In 1 Cleanser 160ml,cleanser,face,"cleansing, brightening, acne treatment, soothing, repairing",No,No,,"Water,Glycerin,Cocamidopropyl Betaine,Ammonium Lauryl Sulfate,Sodium Cocoyl Alaninate,Acrylates Copolymer,PEG-6 Caprylic/Capric Glycerides,Polysorbate 20,PEG-8,Menthol,Sodium Hydroxide,Disodium EDTA,Niacinamide,Butylene Glycol,Salicylic Acid,Houttuynia Cordata Extract,Terminalia Ferdinandiana (Kakadu Plum) Fruit Extract,Dextrin,Polydextrose,Amylopectin,Fragrance,Phenoxyethanol, Chlorphenesin,Sodium Metabisulfite.",https://www.watsons.com.my/safi-perfect-white-acne-care-2-in-1-cleanser-160ml/p/BP_1024318
GLAD2GLOW,Yuzu AHA Blackhead Exfoliating Cleanser 70ml,cleanser,"face, arms, eye","cleansing, moisturizing, exfoliating, rejuvenating, brightening, repairing",No,No,,"AQUA,GLYCERIN, SODIUM COCOYLGLYCINATE,CELLULOSE,HYDRATED SILICA,SODIUMCHLORIDE.COCAMIDOPROPYL BETAINE.ACRYLATESCOPOLYMER,SODIUM LAUROAMPHOACETATE,GLYCOLDISTEARATE,CITRIC ACID, PHENOXYETHANOL, AROMAHYDROXYACETOPHENONE,ETHYLHEXYLGLYCERIN.DISODIUM EDTA,CITRUS GRANDIS (GRAPEFRUIT)FRUITEXTRACT,CI15985,1.2-HEXANEDIOL",https://www.watsons.com.my/glad2glow-yuzu-aha-blackhead-exfoliating-cleanser-70ml/p/BP_1019396
T3,Acne Facial Foam 100g,cleanser,"face, eye","cleansing, moisturizing, acne treatment, soothing, repairing",No,No,,"Natural Australian Tea Tree Oil, Canadian Willow Herb extract, Willow Bark Extract.",https://www.watsons.com.my/t3-acne-facial-foam-100g/p/BP_14130
CLEAN & CLEAR,Foaming Face Wash 100ml (Oil Free),cleanser,face,"cleansing, moisturizing, repairing",No,No,,C&C FOAM FC WASH 100ML,https://www.watsons.com.my/clean-clear-foaming-face-wash-100ml-oil-free/p/BP_70429
BIORE,Skin Caring Facial Foam Moisture 130g,cleanser,"face, arms, eye","cleansing, moisturizing, brightening, acne treatment, protecting, repairing",No,No,Japan,"Water (Aqua), Sorbitol, Glycerin, Myristic Acid, Laureth-4 Carboxylic Acid, Lauryl Hydroxysultaine, Potassium Hydroxide, Laureth-6 Carboxylic Acid, Lauric Acid, Ethylhexylglycerin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Polyquaternium-7, Palmitic Acid, Glyceryl Stearate, Fragrance (Parfum), PEG-100 Stearate, Disodium EDTA, PEG-6, Polyquaternium-39, Dipentaerythrityl Tri-Polyhydroxystearate, PEG-65M, BHT, Phenoxyethanol, Methylparaben, Propylparaben, CI 77891",https://www.watsons.com.my/biore-skin-caring-facial-foam-moisture-130g/p/BP_59099
